,gender,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,TechSupport,StreamingMovies,Contract,PaymentMethod,MonthlyCharges,TotalCharges,ChurnYes
3709,Male,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.021393035,0.024538426,0
3710,Male,1,Yes,Yes,DSL,No,No,No,No,Month-to-month,Mailed check,0.323383085,0.003686822,0
3711,Male,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,0.021890547,0.025801985,0
3712,Female,55,Yes,Yes,DSL,Yes,Yes,Yes,Yes,One year,Bank transfer (automatic),0.572139303,0.4898973,0
3713,Male,44,Yes,No,DSL,Yes,No,Yes,No,One year,Electronic check,0.469154229,0.317995615,0
3714,Male,46,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.61840796,0.413847219,1
3715,Male,69,Yes,No,DSL,Yes,Yes,No,No,Two year,Bank transfer (automatic),0.412935323,0.467470575,0
3716,Male,11,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.599502488,0.098707593,0
3717,Female,11,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.833333333,0.129996538,1
3718,Male,29,Yes,No,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),0.305472637,0.150576967,0
3719,Female,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Electronic check,0.809950249,0.632154396,0
3720,Male,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),0,0.059531502,0
3721,Female,42,Yes,No,DSL,Yes,No,No,No,Month-to-month,Credit card (automatic),0.36119403,0.281127394,0
3722,Female,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.023880597,0.00229633,1
3723,Male,23,No,No phone service,DSL,Yes,Yes,Yes,No,One year,Bank transfer (automatic),0.222885572,0.107154396,0
3724,Female,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.021890547,0.039026079,0
3725,Male,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),0.065174129,0.168180245,0
3726,Female,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Mailed check,0.522885572,0.006000462,1
3727,Male,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Credit card (automatic),0.704477612,0.164989615,1
3728,Female,3,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.77960199,0.031513963,1
3729,Male,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,One year,Bank transfer (automatic),0.70199005,0.679015694,0
3730,Male,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),0.017910448,0.136493192,0
3731,Female,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Credit card (automatic),0.858208955,0.681115855,1
3732,Male,2,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.512935323,0.014753058,0
3733,Female,23,Yes,Yes,DSL,Yes,No,Yes,No,Two year,Bank transfer (automatic),0.586069652,0.200853912,0
3734,Female,25,No,No phone service,DSL,Yes,No,Yes,No,Two year,Bank transfer (automatic),0.167164179,0.095274637,0
3735,Female,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.894029851,0.894905377,0
3736,Female,2,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.654726368,0.0132991,0
3737,Female,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),0.019402985,0.014095315,0
3738,Female,5,Yes,Yes,DSL,No,No,No,No,Month-to-month,Mailed check,0.321890547,0.026673206,1
3739,Male,35,No,No phone service,DSL,No,No,No,Yes,Month-to-month,Electronic check,0.307960199,0.194189938,0
3740,Male,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,0.06318408,0.066218555,0
3741,Female,2,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.531343284,0.013495269,0
3742,Male,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),0.862189055,0.890128087,0
3743,Female,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Electronic check,0.878109453,0.491991692,0
3744,Male,4,Yes,No,DSL,Yes,No,No,No,Month-to-month,Electronic check,0.309452736,0.023176783,1
3745,Male,26,Yes,No,Fiber optic,No,Yes,No,No,One year,Bank transfer (automatic),0.569651741,0.230706208,0
3746,Male,7,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.756218905,0.075028848,1
3747,Female,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.504477612,0.005786984,1
3748,Female,4,Yes,Yes,DSL,No,Yes,Yes,No,Month-to-month,Mailed check,0.400497512,0.023776829,0
3749,Male,48,Yes,No,DSL,No,Yes,Yes,Yes,Two year,Credit card (automatic),0.603482587,0.433037157,0
3750,Male,2,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.752238806,0.020534272,1
3751,Female,12,Yes,No,DSL,Yes,No,Yes,Yes,One year,Electronic check,0.606467662,0.10674475,0
3752,Male,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Bank transfer (automatic),0.907462687,0.756294715,0
3753,Male,55,Yes,No,DSL,Yes,No,Yes,No,Two year,Electronic check,0.407462687,0.364303023,0
3754,Male,1,No,No phone service,DSL,No,No,Yes,No,Month-to-month,Mailed check,0.108457711,0.001194323,0
3755,Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.017910448,0.000144242,0
3756,Male,4,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.575124378,0.034629587,1
3757,Male,1,No,No phone service,DSL,No,No,No,No,Month-to-month,Mailed check,0.061691542,0.000651973,1
3758,Female,42,Yes,No,DSL,No,No,Yes,Yes,Two year,Credit card (automatic),0.480099502,0.316633972,0
3759,Female,1,Yes,No,DSL,Yes,No,No,No,Month-to-month,Bank transfer (automatic),0.311442786,0.00354835,0
3760,Male,7,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),0.707462687,0.07074198,1
3761,Male,3,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),0.550746269,0.024659589,0
3762,Female,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Two year,Credit card (automatic),0.64079602,0.680885068,0
3763,Male,15,Yes,Yes,DSL,No,No,No,No,Month-to-month,Electronic check,0.305970149,0.084289176,0
3764,Male,4,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.617910448,0.033302562,1
3765,Female,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,0.069154229,0.026119317,0
3766,Female,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.071641791,0.013379875,0
3767,Female,1,Yes,No,DSL,Yes,No,No,No,Month-to-month,Electronic check,0.373631841,0.004269559,1
3768,Male,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Two year,Credit card (automatic),0.921890547,0.948771059,0
3769,Female,55,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Credit card (automatic),0.592039801,0.490145396,0
3770,Female,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,0.079104478,0.12216709,0
3771,Female,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.01641791,0.126563582,0
3772,Male,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.604975124,0.006952458,1
3773,Male,1,Yes,No,Fiber optic,Yes,No,No,Yes,Month-to-month,Electronic check,0.763681592,0.008792984,1
3774,Female,1,No,No phone service,DSL,No,No,No,No,Month-to-month,Mailed check,0.069154229,0.000738518,1
3775,Male,52,Yes,Yes,DSL,No,Yes,No,Yes,One year,Electronic check,0.622885572,0.468584122,0
3776,Male,41,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.797512438,0.481069698,1
3777,Male,43,Yes,No,DSL,No,No,No,No,One year,Mailed check,0.379104478,0.27375375,0
3778,Female,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.010447761,0.100588507,0
3779,Male,3,Yes,Yes,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),0.319900498,0.013668359,0
3780,Male,66,Yes,Yes,DSL,Yes,Yes,Yes,No,Two year,Credit card (automatic),0.608457711,0.592637895,1
3781,Male,55,Yes,No,DSL,No,No,Yes,No,Two year,Credit card (automatic),0.368159204,0.357846757,0
3782,Male,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,0.008457711,0.058931456,0
3783,Female,12,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.654726368,0.109364182,0
3784,Female,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.865174129,0.798297946,0
3785,Male,35,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.827363184,0.401280868,1
3786,Male,10,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.711940299,0.103334872,1
3787,Male,27,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),0.572139303,0.220424648,0
3788,Female,58,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,0.766666667,0.66915532,0
3789,Male,54,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.910447761,0.702907916,1
3790,Male,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.015920398,0.018462959,0
3791,Male,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),0.010447761,0.001096238,1
3792,Male,6,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.505970149,0.048026771,0
3793,Female,26,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.726368159,0.269213016,1
3794,Female,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.019900498,0.019311101,0
3795,Male,8,Yes,No,DSL,No,Yes,No,No,Month-to-month,Mailed check,0.36318408,0.049278791,0
3796,Male,12,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.628855721,0.103069467,0
3797,Female,15,Yes,Yes,DSL,No,No,No,No,Month-to-month,Electronic check,0.306965174,0.07624625,1
3798,Male,43,Yes,Yes,DSL,Yes,No,No,Yes,One year,Electronic check,0.61641791,0.411123933,0
3799,Male,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,0.81641791,0.485131549,0
3800,Female,31,Yes,Yes,DSL,Yes,No,Yes,No,Month-to-month,Credit card (automatic),0.467661692,0.227959843,1
3801,Female,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Two year,Credit card (automatic),0.723383085,0.682119778,0
3802,Female,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,0.668656716,0.171595892,1
3803,Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.017412935,0.000138472,0
3804,Male,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Two year,Electronic check,0.754726368,0.648453727,1
3805,Male,10,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,0.612935323,0.089828064,0
3806,Male,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.531343284,0.006098546,1
3807,Female,18,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,0.550248756,0.154702285,0
3808,Male,24,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.859701493,0.291212786,1
3809,Female,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.010447761,0.004142626,0
3810,Male,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),0.018905473,0.111960535,0
3811,Male,1,Yes,No,DSL,No,No,No,No,Month-to-month,Electronic check,0.261691542,0.002971382,0
3812,Male,2,Yes,No,DSL,Yes,No,Yes,No,Month-to-month,Mailed check,0.360199005,0.007904454,0
3813,Male,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),0.013930348,0.038397184,0
3814,Male,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Two year,Electronic check,0.86318408,0.839943457,0
3815,Male,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),0.700995025,0.72500577,0
3816,Female,3,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.55721393,0.022097854,1
3817,Male,50,Yes,Yes,DSL,Yes,Yes,No,Yes,Two year,Bank transfer (automatic),0.566169154,0.438916455,0
3818,Female,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.019900498,0.118814909,0
3819,Female,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),0.9039801,0.735616201,0
3820,Male,46,No,No phone service,DSL,Yes,No,No,No,One year,Bank transfer (automatic),0.124378109,0.16968613,0
3821,Male,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Credit card (automatic),0.941791045,0.928075237,0
3822,Female,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.556716418,0.006392799,1
3823,Female,6,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Mailed check,0.754228856,0.057690976,0
3824,Male,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.602985075,0.662860605,0
3825,Male,4,Yes,No,DSL,No,No,No,Yes,Month-to-month,Mailed check,0.368656716,0.02535195,0
3826,Female,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.010945274,0.116882068,0
3828,Female,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,0.021890547,0.001846296,0
3829,Female,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.010945274,0.150144242,0
3830,Male,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.823383085,0.504223402,1
3831,Male,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.815422886,0.046318948,1
3832,Male,25,Yes,Yes,Fiber optic,Yes,No,No,Yes,One year,Electronic check,0.704477612,0.249094161,1
3833,Female,51,Yes,Yes,DSL,No,Yes,Yes,Yes,One year,Credit card (automatic),0.600995025,0.453732979,0
3834,Male,12,Yes,Yes,DSL,No,No,No,Yes,Month-to-month,Bank transfer (automatic),0.562189055,0.09326679,0
3835,Female,57,Yes,No,DSL,Yes,No,No,Yes,One year,Bank transfer (automatic),0.515920398,0.449399954,1
3836,Female,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,0.01641791,0.05939303,0
3837,Female,64,Yes,Yes,DSL,No,No,Yes,No,One year,Bank transfer (automatic),0.399004975,0.431300485,0
3838,Female,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,One year,Electronic check,0.869651741,0.049053773,1
3839,Female,26,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Bank transfer (automatic),0.81840796,0.297847911,0
3840,Female,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.017910448,0.030636972,0
3841,Male,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),0.073631841,0.198707593,0
3842,Male,36,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.778606965,0.39433418,1
3843,Female,27,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Credit card (automatic),0.763681592,0.281992846,0
3844,Male,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Mailed check,0.523383085,0.006006231,1
3845,Female,35,Yes,Yes,DSL,Yes,No,Yes,Yes,One year,Credit card (automatic),0.673631841,0.356715901,1
3846,Male,4,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.553731343,0.030238865,1
3847,Female,8,Yes,No,DSL,No,No,No,No,Month-to-month,Electronic check,0.270646766,0.045343873,0
3848,Male,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),0.017412935,0.02074775,0
3849,Female,2,Yes,No,DSL,No,Yes,No,No,Month-to-month,Mailed check,0.307960199,0.009796907,0
3850,Female,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Two year,Bank transfer (automatic),0.907462687,0.706871682,1
3851,Male,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),0.646766169,0.469726517,0
3852,Female,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.009950249,0.097553658,0
3853,Male,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),0.013930348,9.81E-05,0
3854,Male,46,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),0.54278607,0.372790215,0
3855,Female,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),0.909452736,0.62162474,0
3856,Male,53,Yes,No,DSL,No,Yes,Yes,No,Month-to-month,Credit card (automatic),0.465174129,0.38599123,0
3857,Male,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Electronic check,0.953731343,0.820834295,0
3858,Male,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),0.023880597,0.008625664,0
3859,Male,47,Yes,No,DSL,Yes,Yes,Yes,Yes,One year,Bank transfer (automatic),0.68358209,0.475432726,0
3860,Female,54,Yes,Yes,Fiber optic,No,Yes,No,No,One year,Bank transfer (automatic),0.76119403,0.588847219,0
3861,Male,19,No,No phone service,DSL,No,No,No,No,Month-to-month,Credit card (automatic),0.070646766,0.063154858,0
3862,Female,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,Two year,Electronic check,0.867661692,0.311158551,0
3863,Male,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.071144279,0.203467574,0
3864,Male,17,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.83880597,0.198903762,0
3865,Female,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.815422886,0.342141703,1
3866,Female,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.05721393,0.000600046,0
3867,Female,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,0.073134328,0.0539003,0
3868,Female,26,Yes,No,DSL,No,Yes,No,Yes,Two year,Credit card (automatic),0.549751244,0.21773598,0
3869,Female,21,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Bank transfer (automatic),0.555223881,0.178502192,1
3870,Male,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Electronic check,0.7960199,0.558492961,0
3871,Female,68,No,No phone service,DSL,Yes,No,No,Yes,One year,Electronic check,0.359701493,0.427515578,0
3872,Male,3,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Bank transfer (automatic),0.828855721,0.032258251,1
3873,Male,9,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Electronic check,0.844278607,0.109814216,0
3874,Female,51,No,No phone service,DSL,Yes,No,Yes,No,Two year,Bank transfer (automatic),0.158706468,0.203461805,0
3875,Female,9,Yes,No,DSL,No,No,No,No,Month-to-month,Electronic check,0.253731343,0.044645742,0
3876,Male,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Electronic check,0.932338308,0.521128548,1
3877,Male,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.819900498,0.276615509,0
3878,Female,21,No,No phone service,DSL,Yes,No,No,Yes,One year,Electronic check,0.375124378,0.131346642,1
3879,Male,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.973134328,0.955308101,0
3880,Male,1,Yes,No,DSL,No,No,No,No,Month-to-month,Electronic check,0.273631841,0.003109855,1
3881,Male,26,Yes,Yes,DSL,No,No,Yes,Yes,One year,Credit card (automatic),0.634328358,0.238206785,0
3882,Male,71,Yes,Yes,DSL,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),0.466666667,0.538074083,0
3883,Male,4,Yes,No,DSL,No,No,No,No,Month-to-month,Credit card (automatic),0.264179104,0.018162936,0
3884,Female,12,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,0.612437811,0.113362566,0
3885,Female,18,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,0.702487562,0.181854373,0
3886,Female,3,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.564179104,0.02234018,0
3887,Female,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,One year,Bank transfer (automatic),0.88159204,0.883752596,0
3888,Male,11,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,0.564179104,0.091933995,1
3889,Female,1,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Credit card (automatic),0.615920398,0.007079391,1
3890,Male,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),0.010447761,0.027792523,0
3891,Female,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Electronic check,0.905472637,0.933648742,1
3892,Male,42,Yes,Yes,DSL,Yes,No,No,No,One year,Credit card (automatic),0.376616915,0.273257558,0
3893,Female,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),0.014427861,0.037104777,0
3894,Female,7,Yes,No,DSL,No,Yes,No,No,Month-to-month,Mailed check,0.328855721,0.046220863,0
3895,Female,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Mailed check,0.998507463,0.919830372,0
3896,Male,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),0.058706468,0.159641126,0
3897,Female,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,0.02039801,0.084300715,0
3898,Female,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Electronic check,0.967661692,0.97003808,0
3899,Female,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),0.067661692,0.133014078,0
3900,Female,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Electronic check,0.9039801,0.649567274,0
3901,Female,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,0.013930348,0.079621509,0
3902,Male,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.925870647,0.871036234,0
3903,Female,1,No,No phone service,DSL,Yes,No,No,No,Month-to-month,Mailed check,0.115920398,0.001280868,0
3904,Male,53,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Mailed check,0.62039801,0.499573044,0
3905,Male,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,0.025373134,0.071209324,0
3906,Female,3,No,No phone service,DSL,No,No,No,No,Month-to-month,Credit card (automatic),0.168656716,0.010402723,1
3907,Female,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.602487562,0.00692361,1
3908,Male,19,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Mailed check,0.713432836,0.191968613,0
3909,Female,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),0.973134328,0.797034387,0
3910,Male,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),0.012935323,0.02358066,0
3911,Female,47,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Electronic check,0.877114428,0.589562659,1
3912,Male,18,Yes,No,DSL,Yes,No,No,No,Month-to-month,Electronic check,0.309950249,0.098776829,1
3913,Female,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),0.965174129,0.777711747,0
3914,Male,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),0.065174129,0.214112624,0
3915,Male,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,0.01641791,0.089124163,0
3916,Female,59,Yes,No,Fiber optic,Yes,No,No,No,One year,Credit card (automatic),0.626865672,0.533192938,0
3917,Male,2,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Mailed check,0.514427861,0.014435726,0
3918,Male,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.505970149,0.005804293,1
3919,Male,20,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.715920398,0.20283291,1
3920,Female,6,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Bank transfer (automatic),0.749253731,0.059727671,1
3921,Male,71,Yes,Yes,Fiber optic,No,No,Yes,No,Two year,Credit card (automatic),0.678109453,0.710039234,0
3922,Female,24,Yes,Yes,DSL,Yes,Yes,No,No,Month-to-month,Mailed check,0.478109453,0.177780983,0
3923,Male,67,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Credit card (automatic),0.760199005,0.699307639,0
3924,Male,1,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Mailed check,0.622885572,0.007160166,1
3925,Female,48,Yes,Yes,Fiber optic,No,No,No,Yes,One year,Mailed check,0.634825871,0.462860605,1
3926,Female,37,Yes,Yes,DSL,No,Yes,Yes,Yes,One year,Mailed check,0.535820896,0.304592661,0
3927,Male,11,No,No phone service,DSL,No,Yes,No,No,Month-to-month,Mailed check,0.163681592,0.042089776,0
3928,Male,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),0.022885572,0.003732979,1
3929,Female,18,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Credit card (automatic),0.773134328,0.199249942,0
3930,Male,50,Yes,No,DSL,No,No,No,No,One year,Bank transfer (automatic),0.264179104,0.255256174,0
3931,Female,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,One year,Electronic check,0.906965174,0.838079852,0
3932,Female,25,Yes,No,DSL,Yes,Yes,Yes,Yes,Month-to-month,Mailed check,0.525373134,0.209889222,0
3933,Female,2,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Electronic check,0.6,0.015087699,1
3934,Male,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),0.014427861,0.018682206,0
3935,Female,10,No,No phone service,DSL,Yes,Yes,Yes,No,One year,Mailed check,0.218905473,0.045309255,0
3936,Female,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),0.015920398,0.151113547,0
3937,Male,9,Yes,No,DSL,Yes,No,Yes,Yes,Month-to-month,Bank transfer (automatic),0.497512438,0.064406877,0
3938,Female,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),0.018905473,0.005729287,0
3939,Female,2,Yes,No,DSL,Yes,No,No,No,Month-to-month,Mailed check,0.325373134,0.012029772,0
3940,Female,1,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,0.600995025,0.0069063,1
