"","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"3525","Female",1,"No","No",11,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",0.662189054726368,0.102475190399261,"Yes"
"3526","Female",1,"Yes","No",50,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",0.764179104477612,0.561954765751212,"Yes"
"3527","Male",1,"No","No",5,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",0.319402985074627,0.0252077082852527,"Yes"
"3528","Male",0,"Yes","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",0.560696517412935,0.00643895684283403,"Yes"
"3529","Male",0,"No","No",16,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",0.0144278606965175,0.0373413339487653,"Yes"
"3530","Male",1,"Yes","No",2,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",0.556716417910448,0.0139972305561966,"No"
"3531","Female",0,"No","No",17,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Mailed check",0.504975124378109,0.125686591276252,"No"
"3532","Female",0,"No","No",16,"Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",0.0109452736318409,0.0319351488576044,"No"
"3533","Female",0,"No","No",15,"Yes","No","DSL","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",0.409950248756219,0.100836602815601,"Yes"
"3534","Female",0,"No","No",10,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Mailed check",0.0154228855721393,0.0207073621047773,"No"
"3535","Female",0,"No","Yes",46,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",0.865174129353234,0.554356104315717,"Yes"
"3536","Male",0,"Yes","Yes",64,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",0.904975124378109,0.775715439649204,"No"
"3537","Female",0,"No","No",1,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",0.605970149253731,0.00696399723055619,"No"
"3538","Male",0,"Yes","Yes",25,"Yes","No","DSL","No","Yes","Yes","No","No","No","One year","No","Mailed check",0.352238805970149,0.15424071082391,"No"
"3539","Male",0,"Yes","Yes",71,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",0.815422885572139,0.829702284791138,"No"
"3540","Male",0,"No","No",8,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",0.267661691542289,0.0484191091622433,"Yes"
"3541","Female",0,"Yes","Yes",72,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",0.899502487562189,0.889401107777521,"No"
"3542","Female",0,"Yes","No",49,"No","No","DSL","Yes","No","No","No","Yes","No","Month-to-month","No","Bank transfer (automatic)",0.222885572139303,0.236781675513501,"No"
"3543","Male",0,"Yes","Yes",29,"No","No","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Credit card (automatic)",0.369154228855721,0.186723978767598,"No"
"3544","Male",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Bank transfer (automatic)",0.869154228855721,0.872686360489269,"No"
"3545","Male",0,"Yes","No",31,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","No","Electronic check",0.751741293532338,0.346261250865451,"Yes"
"3546","Female",0,"No","No",50,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.770646766169154,0.543612970228479,"No"
"3547","Male",0,"Yes","No",71,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Electronic check",0.646268656716418,0.70474267251327,"No"
"3548","Male",1,"Yes","No",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",0.714427860696517,0.728663743364874,"No"
"3549","Male",0,"No","No",71,"Yes","Yes","Fiber optic","Yes","No","No","Yes","No","Yes","One year","No","Credit card (automatic)",0.790049751243781,0.769564966535887,"No"
"3550","Male",0,"Yes","Yes",61,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)",0.495522388059701,0.477665589660743,"No"
"3551","Male",0,"No","No",32,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",0.775621890547264,0.365174244172629,"Yes"
"3552","Female",0,"No","Yes",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",0.61044776119403,0.00701592430186935,"Yes"
"3553","Male",0,"No","No",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","Two year","Yes","Bank transfer (automatic)",0.834328358208955,0.822819063004847,"No"
"3554","Male",0,"No","No",62,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",0.0512437810945274,0.162802907915994,"No"
"3555","Female",0,"No","Yes",7,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.525373134328358,0.0523713362566351,"No"
"3556","Male",0,"No","No",20,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",0.666666666666667,0.197980613893376,"Yes"
"3557","Male",0,"Yes","Yes",6,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",0.0119402985074628,0.0109277636741287,"No"
"3558","Female",1,"No","No",33,"No","No","DSL","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",0.409950248756219,0.215306946688207,"No"
"3559","Male",0,"Yes","Yes",28,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","One year","No","Bank transfer (automatic)",0.735820895522388,0.294178398338334,"No"
"3560","Male",0,"No","No",27,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",0.0159203980099503,0.0520655435033464,"No"
"3561","Male",0,"No","No",7,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.255223880597015,0.0299561504731133,"No"
"3562","Male",0,"No","No",26,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",0.619402985074627,0.238864528040619,"Yes"
"3563","Male",1,"No","No",5,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",0.711940298507463,0.0558273713362566,"Yes"
"3564","Male",1,"No","No",30,"Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",0.718905472636816,0.297374798061389,"No"
"3565","Male",0,"No","No",63,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","One year","No","Credit card (automatic)",0.718407960199005,0.670055388876067,"No"
"3566","Male",0,"No","No",1,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",0.323383084577114,0.00368682206323562,"Yes"
"3567","Female",0,"No","Yes",53,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",0.660199004975124,0.511302792522502,"No"
"3568","Female",0,"Yes","Yes",14,"Yes","No","Fiber optic","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",0.71044776119403,0.137266328179091,"Yes"
"3569","Female",0,"No","No",21,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",0.804975124378109,0.223586429725364,"No"
"3570","Male",0,"No","No",17,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",0.0169154228855722,0.0336718209093007,"No"
"3571","Male",0,"Yes","Yes",16,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",0.0223880597014926,0.0313581813985691,"No"
"3572","Female",0,"No","No",35,"Yes","No","DSL","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",0.436318407960199,0.23970690053081,"No"
"3573","Female",1,"No","No",32,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",0.609452736318408,0.305354258019848,"No"
"3574","Female",0,"Yes","Yes",28,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",0.0129353233830846,0.0605815831987076,"No"
"3575","Female",0,"No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",0.0208955223880598,0.000178859912300904,"No"
"3576","Male",0,"No","No",59,"No","No","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",0.332835820895522,0.344680360027694,"No"
"3577","Female",0,"Yes","Yes",72,"Yes","Yes","No","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",0.0502487562189055,0.18513154858066,"No"
"3578","Male",0,"No","No",36,"Yes","No","DSL","No","Yes","No","Yes","No","Yes","One year","Yes","Mailed check",0.469154228855721,0.286129702284791,"Yes"
"3579","Female",0,"No","No",40,"Yes","No","DSL","Yes","Yes","No","No","Yes","No","Month-to-month","No","Mailed check",0.466169154228856,0.29623817216709,"No"
"3580","Male",0,"Yes","Yes",40,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",0.62636815920398,0.377740595430418,"No"
"3581","Female",0,"No","Yes",9,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Mailed check",0.543781094527363,0.0729979229171475,"Yes"
"3582","Male",0,"Yes","Yes",63,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",0.559701492537313,0.537243249480729,"No"
"3583","Female",0,"No","No",3,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",0.619402985074627,0.0246422801753981,"No"
"3584","Male",0,"Yes","Yes",40,"No","No","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","No","Mailed check",0.418407960199005,0.280371567043619,"No"
"3585","Male",0,"Yes","No",8,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",0.564676616915423,0.0737710593122548,"No"
"3586","Male",1,"Yes","No",34,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","No","One year","No","Mailed check",0.715422885572139,0.358873759519963,"No"
"3587","Male",0,"No","No",5,"No","No","DSL","Yes","No","Yes","Yes","No","No","Month-to-month","No","Mailed check",0.216417910447761,0.0236152780983152,"Yes"
"3588","Male",1,"No","No",9,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",0.807960199004975,0.10392337872144,"Yes"
"3589","Male",0,"Yes","No",9,"Yes","Yes","DSL","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",0.50547263681592,0.0732921763212555,"No"
"3590","Male",0,"Yes","Yes",31,"Yes","Yes","DSL","No","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",0.412437810945274,0.208481421647819,"No"
"3591","Female",0,"Yes","No",50,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",0.0159203980099503,0.106658204477267,"No"
"3592","Female",0,"No","No",2,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check",0.676616915422885,0.0187918301407801,"Yes"
"3593","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.272636815920398,0.0030983152550196,"Yes"
"3594","Male",0,"No","No",8,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",0.51592039800995,0.0614528040618509,"Yes"
"3595","Female",0,"No","No",9,"No","No","DSL","No","Yes","No","No","No","Yes","Month-to-month","No","Electronic check",0.223880597014925,0.0393030233094854,"No"
"3596","Female",1,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",0.516915422885572,0.011210477729056,"Yes"
"3597","Female",0,"No","No",3,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",0.369154228855721,0.0168936072005539,"Yes"
"3598","Male",0,"Yes","No",25,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",0.770646766169154,0.267660973921071,"No"
"3599","Male",1,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.27910447761194,0.00317332102469422,"No"
"3600","Female",0,"Yes","Yes",45,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","No","Mailed check",0.627363184079602,0.406450496192015,"No"
"3601","Male",1,"Yes","Yes",51,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",0.656218905472637,0.476257789060697,"Yes"
"3602","Female",0,"Yes","Yes",55,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",0.0174129353233831,0.123292176321255,"No"
"3603","Female",0,"No","No",38,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",0.476616915422886,0.288899146088161,"No"
"3604","Male",0,"No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.274626865671642,0.00717747519039924,"Yes"
"3605","Male",0,"Yes","Yes",38,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.0134328358208956,0.0806023540272329,"No"
"3606","Male",0,"No","No",34,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",0.313930348258706,0.197945995845834,"No"
"3607","Female",0,"Yes","No",70,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",0.830845771144279,0.813581813985691,"No"
"3608","Female",0,"No","No",13,"Yes","No","DSL","Yes","No","No","Yes","No","No","One year","No","Mailed check",0.367164179104478,0.0835564274174937,"No"
"3609","Male",0,"No","No",39,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.567164179104478,0.346047772905608,"Yes"
"3610","Female",0,"No","No",61,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",0.85273631840796,0.739003000230787,"No"
"3611","Female",0,"No","No",12,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",0.814925373134328,0.13218324486499,"Yes"
"3612","Male",0,"No","No",41,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",0.809950248756219,0.484831525501962,"No"
"3613","Male",0,"No","No",21,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.551741293532338,0.177694438033695,"No"
"3614","Male",1,"No","No",55,"No","No","DSL","No","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",0.316417910447761,0.314406877452112,"No"
"3615","Male",0,"Yes","No",69,"No","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",0.417910447761194,0.465808908377568,"No"
"3616","Male",1,"Yes","Yes",26,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",0.870646766169154,0.310575813524117,"Yes"
"3617","Female",1,"Yes","No",69,"Yes","No","Fiber optic","Yes","Yes","No","No","No","Yes","One year","No","Credit card (automatic)",0.687064676616915,0.696601661666282,"No"
"3618","Female",1,"Yes","No",18,"No","No","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.299502487562189,0.0913801061620125,"Yes"
"3619","Male",0,"Yes","Yes",47,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",0.358208955223881,0.290722363258712,"No"
"3620","Female",0,"Yes","Yes",72,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",0.667164179104478,0.705100392337872,"No"
"3621","Male",1,"Yes","No",33,"No","No","DSL","No","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check",0.31592039800995,0.199867297484422,"No"
"3622","Female",0,"Yes","Yes",2,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",0.0611940298507463,0.00204823447957537,"Yes"
"3623","Female",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",0.723383084577114,0.765480036925917,"No"
"3624","Male",1,"Yes","No",37,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",0.537313432835821,0.295020770828525,"No"
"3625","Female",1,"Yes","Yes",62,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",0.774626865671642,0.692424417262867,"No"
"3626","Female",0,"Yes","No",71,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",0.0159203980099503,0.15702746365105,"No"
"3627","Male",0,"No","Yes",23,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",0.36865671641791,0.146018924532656,"No"
"3628","Female",0,"No","No",16,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",0.018407960199005,0.0320043849526887,"No"
"3629","Male",0,"No","No",9,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","Month-to-month","Yes","Mailed check",0.509950248756219,0.0732114008769905,"No"
"3630","Male",0,"Yes","Yes",17,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Mailed check",0.0686567164179104,0.045441957073621,"No"
"3631","Female",0,"No","No",4,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",0.0268656716417911,0.00769674590353102,"Yes"
"3632","Female",1,"Yes","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.311442786069652,0.00354834987306716,"Yes"
"3633","Female",0,"Yes","No",24,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",0.610945273631841,0.220390030002308,"No"
"3634","Female",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.527363184079602,0.00605238864528039,"No"
"3635","Male",1,"No","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",0.950746268656716,0.903184860373875,"No"
"3636","Female",0,"Yes","No",72,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Electronic check",0.0626865671641791,0.199849988460651,"No"
"3637","Female",0,"No","Yes",11,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",0.0144278606965175,0.022778675282714,"No"
"3638","Male",0,"No","No",9,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.0199004975124379,0.0184283406415878,"Yes"
"3639","Female",1,"Yes","No",2,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)",0.317412935323383,0.0111123932610201,"Yes"
"3640","Female",1,"Yes","No",60,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",0.818407960199005,0.693537964458805,"No"
"3641","Male",1,"Yes","No",29,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",0.772636815920398,0.314608816062774,"Yes"
"3642","Female",0,"No","No",49,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",0.559203980099502,0.427313639510732,"No"
"3643","Female",1,"No","No",30,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.854228855721393,0.357985229633049,"No"
"3644","Female",0,"Yes","No",53,"Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",0.0079601990049751,0.112122086314332,"No"
"3645","Male",0,"No","Yes",39,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",0.0671641791044776,0.11372605585045,"No"
"3646","Female",0,"No","No",9,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.0079601990049751,0.0160223863374106,"No"
"3647","Male",0,"No","No",39,"Yes","No","Fiber optic","No","No","Yes","Yes","No","No","One year","No","Electronic check",0.633333333333333,0.369368797599815,"No"
"3648","Male",1,"No","No",8,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.511940298507463,0.0639337641357027,"No"
"3649","Female",0,"Yes","Yes",51,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","One year","Yes","Electronic check",0.715422885572139,0.523430648511424,"No"
"3650","Male",0,"Yes","Yes",71,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",0.0706467661691542,0.211025848142165,"No"
"3651","Male",1,"No","No",71,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Mailed check",0.063681592039801,0.201702054004154,"No"
"3652","Female",1,"Yes","No",70,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",0.0129353233830846,0.166541657050542,"No"
"3653","Female",1,"No","No",1,"No","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.0696517412935323,0.000744288022155531,"Yes"
"3654","Male",0,"Yes","No",38,"No","No","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",0.415422885572139,0.250911608585276,"No"
"3655","Female",0,"Yes","No",28,"Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","No","Credit card (automatic)",0.712935323383085,0.278640664666513,"No"
"3656","Female",0,"Yes","No",32,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",0.0114427860696518,0.0718151396261251,"No"
"3657","Male",1,"Yes","No",49,"Yes","No","DSL","No","Yes","No","No","No","No","Two year","No","Mailed check",0.313930348258706,0.274590353104085,"No"
"3658","Female",0,"Yes","Yes",37,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",0.0582089552238806,0.0972824832679437,"No"
"3659","Female",0,"No","No",10,"Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Electronic check",0.358208955223881,0.0651050080775444,"No"
"3660","Male",0,"Yes","No",67,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","No","Credit card (automatic)",0.911940298507463,0.843941841680129,"No"
"3661","Male",0,"No","No",7,"No","No","DSL","No","No","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",0.171641791044776,0.0266270482344796,"No"
"3662","Female",0,"No","No",51,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","One year","No","Credit card (automatic)",0.68955223880597,0.514320332333256,"No"
"3663","Female",0,"No","No",9,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.267661691542289,0.0458862220170782,"Yes"
"3664","Female",0,"No","No",9,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",0.698009950248756,0.0888299099930764,"No"
"3665","Male",0,"No","No",4,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",0.323880597014925,0.0211747057465959,"No"
"3666","Male",0,"Yes","No",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Two year","Yes","Electronic check",0.803482587064677,0.804961920147704,"No"
"3667","Female",0,"Yes","Yes",50,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",0.658208955223881,0.472807523655666,"Yes"
"3668","Female",1,"Yes","Yes",24,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Two year","Yes","Electronic check",0.77910447761194,0.259018001384722,"No"
"3669","Male",0,"Yes","No",22,"Yes","No","DSL","Yes","No","No","No","Yes","No","One year","Yes","Bank transfer (automatic)",0.412935323383085,0.156421647819063,"No"
"3670","Male",0,"No","No",44,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.927860696517413,0.565006923609508,"No"
"3671","Female",0,"Yes","Yes",33,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",0.0597014925373134,0.0945880452342488,"No"
"3672","Female",0,"No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.565671641791045,0.00649665358873757,"Yes"
"3673","Female",0,"Yes","No",54,"Yes","Yes","DSL","No","No","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",0.516417910447761,0.426592430186937,"Yes"
"3674","Male",0,"No","No",42,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.830845771144279,0.490958919916917,"Yes"
"3675","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.274129353233831,0.00311562427879068,"Yes"
"3676","Female",0,"No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.0223880597014926,0.000196168936071977,"No"
"3677","Male",0,"No","No",30,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","One year","No","Electronic check",0.518905472636816,0.233781444726517,"No"
"3678","Female",0,"No","No",1,"No","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Mailed check",0.122388059701493,0.00135587352873297,"No"
"3679","Male",0,"Yes","Yes",16,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","No","Electronic check",0.66318407960199,0.159179552273252,"No"
"3680","Male",0,"No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",0.018407960199005,0.000150011539349164,"Yes"
"3681","Male",0,"Yes","No",9,"No","No","DSL","No","No","No","Yes","Yes","No","Month-to-month","No","Mailed check",0.222885572139303,0.0357892914839603,"Yes"
"3682","Male",1,"Yes","No",46,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.823383084577114,0.537877913685668,"Yes"
"3683","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.505970149253731,0.0058042926378952,"Yes"
"3684","Male",0,"Yes","No",71,"Yes","No","DSL","Yes","No","No","Yes","No","No","Two year","No","Bank transfer (automatic)",0.360696517412935,0.433810293099469,"No"
"3685","Male",0,"No","No",43,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",0.568159203980099,0.362635587352873,"No"
"3686","Male",0,"Yes","No",50,"No","No","DSL","Yes","No","No","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",0.260696517412935,0.250363489499192,"No"
"3687","Female",0,"No","No",13,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",0.564676616915423,0.113160627740595,"Yes"
"3688","Male",0,"Yes","Yes",19,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",0.813432835820895,0.215768520655435,"Yes"
"3689","Female",0,"No","No",41,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",0.794029850746269,0.458319870759289,"No"
