"","genderFemale","genderMale","SeniorCitizen","PartnerNo","PartnerYes","DependentsNo","DependentsYes","tenure","PhoneServiceNo","PhoneServiceYes","MultipleLinesNo","MultipleLinesYes","InternetServiceDSL","InternetServiceFiber.optic","InternetServiceNo","OnlineSecurityNo","OnlineSecurityYes","OnlineBackupNo","OnlineBackupYes","DeviceProtectionNo","DeviceProtectionYes","TechSupportNo","TechSupportYes","StreamingTVNo","StreamingTVYes","StreamingMoviesNo","StreamingMoviesYes","ContractMonth.to.month","ContractOne.year","ContractTwo.year","PaperlessBillingNo","PaperlessBillingYes","PaymentMethodBank.transfer..automatic.","PaymentMethodCredit.card..automatic.","PaymentMethodElectronic.check","PaymentMethodMailed.check","MonthlyCharges","TotalCharges","ChurnNo","ChurnYes"
"3952",0,1,0,0,1,1,0,70,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0.605970149253731,0.636706669743827,1,0
"3953",1,0,0,1,0,1,0,72,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0.893532338308458,0.898661435495038,1,0
"3954",1,0,1,1,0,1,0,6,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.558706467661692,0.0479229171474729,0,1
"3955",0,1,1,0,1,1,0,17,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.761691542288557,0.178294484191092,1,0
"3956",0,1,0,0,1,1,0,29,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.275124378109453,0.151580890837757,1,0
"3957",1,0,0,0,1,1,0,6,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.866169154228856,0.0607431340872375,0,1
"3958",0,1,0,0,1,1,0,63,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0.839303482587065,0.724434571890145,1,0
"3959",0,1,0,0,1,1,0,16,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0.553233830845771,0.146018924532656,0,1
"3960",0,1,0,1,0,1,0,59,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0.428855721393035,0.418497576736672,1,0
"3961",1,0,0,1,0,1,0,3,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0.391044776119403,0.0164608816062774,1,0
"3962",1,0,0,1,0,1,0,8,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0.109452736318408,0.0240191553196399,1,0
"3963",1,0,1,0,1,1,0,7,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.659701492537313,0.0724728825294253,0,1
"3964",1,0,0,1,0,1,0,68,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0.0134328358208956,0.164187629817678,1,0
"3965",1,0,0,0,1,0,1,68,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0.930348258706468,0.864585737364413,1,0
"3966",1,0,1,0,1,1,0,52,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0.878109452736318,0.646555504269559,1,0
"3967",0,1,0,0,1,0,1,72,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0.890049751243781,0.911723978767598,1,0
"3968",1,0,0,0,1,1,0,32,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.0104477611940299,0.0662820216939765,1,0
"3969",1,0,0,0,1,1,0,72,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0.017910447761194,0.162110546965151,1,0
"3970",0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0.514427860696517,0.0059023771059312,1,0
"3971",0,1,0,0,1,0,1,42,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0.452238805970149,0.316703207939072,1,0
"3972",1,0,0,1,0,1,0,25,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0.0646766169154229,0.0776944380336949,0,1
"3973",0,1,0,1,0,1,0,45,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0.324875621890547,0.26306831294715,1,0
"3974",1,0,0,0,1,0,1,43,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0.419402985074627,0.302532887145165,1,0
"3975",0,1,0,0,1,1,0,37,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0.606965174129353,0.333833371797831,1,0
"3976",1,0,1,1,0,1,0,20,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0.672139303482587,0.197172859450727,0,1
"3977",1,0,0,1,0,1,0,4,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.0616915422885572,0.00782367874451877,0,1
"3978",0,1,0,0,1,1,0,63,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0.913930348258706,0.771624740364643,1,0
"3979",0,1,0,1,0,1,0,3,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0.72089552238806,0.0252538656819755,1,0
"3980",0,1,0,0,1,0,1,66,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0.0701492537313433,0.190808908377568,1,0
"3981",0,1,0,1,0,1,0,28,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.870149253731343,0.341645511193169,0,1
"3982",1,0,1,1,0,1,0,8,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0.666169154228856,0.0781156242787907,1,0
"3983",0,1,0,1,0,0,1,71,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0.0606965174129353,0.188760673897992,1,0
"3984",0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.0597014925373134,0.000628894530348484,0,1
"3985",1,0,0,0,1,0,1,72,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0.0681592039800995,0.212214401107778,1,0
"3986",0,1,1,0,1,1,0,16,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0.361194029850746,0.0930417724440341,1,0
"3987",0,1,0,0,1,1,0,66,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0.779601990049751,0.739147242095546,1,0
"3988",1,0,0,1,0,1,0,11,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.579601990049751,0.0945245788137549,0,1
"3989",0,1,0,1,0,1,0,51,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0.625870646766169,0.473967228248327,1,0
"3990",1,0,0,1,0,0,1,8,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.201492537313433,0.0360027694438034,1,0
"3991",0,1,0,1,0,1,0,14,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.742786069651741,0.152163627971382,1,0
"3992",1,0,0,1,0,1,0,4,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0.748756218905473,0.0396261250865451,0,1
"3993",1,0,0,1,0,1,0,70,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0.661194029850746,0.689158781444727,1,0
"3994",1,0,0,1,0,0,1,70,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0.475124378109453,0.562277867528271,1,0
"3995",1,0,1,0,1,1,0,54,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0.828358208955224,0.617851373182553,0,1
"3996",0,1,0,1,0,0,1,28,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0.563681592039801,0.236527809831526,0,1
"3997",0,1,0,1,0,1,0,24,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0.0248756218905473,0.0540330025386568,1,0
"3998",1,0,0,0,1,1,0,69,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0.429850746268657,0.474544195707362,1,0
"3999",0,1,0,0,1,0,1,42,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0.360696517412935,0.263368336025848,1,0
"4000",1,0,1,1,0,1,0,2,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.510945273631841,0.013022155550427,0,1
"4001",1,0,1,1,0,1,0,39,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.810945273631841,0.46355873528733,1,0
"4002",0,1,0,0,1,0,1,45,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0.91044776119403,0.563333717978306,1,0
"4003",0,1,0,0,1,0,1,72,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0.622885572139303,0.658741057004385,1,0
"4004",1,0,0,1,0,1,0,38,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0.0203980099502488,0.0835737364412647,1,0
"4005",0,1,0,0,1,1,0,72,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0.493034825870647,0.552255942764828,1,0
"4006",0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0.0577114427860697,0.000605815831987092,0,1
"4007",0,1,0,0,1,0,1,72,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0.0154228855721393,0.161072005538888,1,0
"4008",0,1,0,0,1,1,0,55,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0.0741293532338309,0.164418416801292,1,0
"4009",1,0,0,0,1,0,1,51,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0.377114427860696,0.33235056542811,1,0
"4010",0,1,0,1,0,1,0,63,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0.681094527363184,0.610512347103623,1,0
"4011",1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0.0213930348258707,0.000184629586891281,1,0
"4012",1,0,0,0,1,0,1,23,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0.0139303482587065,0.0499365335795061,1,0
"4013",1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.321393034825871,0.00366374336487423,0,1
"4014",1,0,0,1,0,1,0,2,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0.359203980099502,0.0113374105700439,1,0
"4015",1,0,1,1,0,1,0,52,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0.894029850746269,0.671647819063005,1,0
"4016",1,0,0,1,0,1,0,36,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.360199004975124,0.216328179090699,1,0
"4017",1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0.269651741293532,0.00306369720747746,1,0
"4018",1,0,0,1,0,1,0,28,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.40547263681592,0.188743364874221,1,0
"4019",1,0,0,0,1,0,1,7,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0.509452736318408,0.0528790676205862,1,0
"4020",0,1,0,1,0,1,0,14,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.818905472636816,0.161175859681514,0,1
"4021",0,1,1,0,1,1,0,72,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0.464676616915423,0.522409416108931,1,0
"4022",1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0.0223880597014926,0.000196168936071977,0,1
"4023",1,0,0,1,0,1,0,10,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0.00597014925373138,0.0166628202169397,1,0
"4024",0,1,0,1,0,1,0,42,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0.0154228855721393,0.0959035310408493,1,0
"4025",1,0,0,1,0,1,0,7,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.0676616915422885,0.0197495961227786,1,0
"4026",0,1,0,1,0,1,0,4,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0.562686567164179,0.0349757673667205,0,1
"4027",0,1,0,0,1,0,1,72,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0.955721393034826,0.927734825755827,1,0
"4028",1,0,0,0,1,1,0,20,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.0616915422885572,0.0535425801984768,0,1
"4029",0,1,0,1,0,1,0,63,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0.904975124378109,0.811325871220863,1,0
"4030",1,0,0,1,0,1,0,56,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0.266666666666667,0.293249480729287,1,0
"4031",1,0,0,1,0,0,1,5,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0.325870646766169,0.0309254558042926,1,0
"4032",1,0,0,0,1,1,0,72,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0.917412935323383,0.9189591507039,1,0
"4033",0,1,1,0,1,0,1,68,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.660696517412935,0.653681052388645,1,0
"4034",0,1,0,0,1,0,1,67,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0.41592039800995,0.458717978306024,1,0
"4035",0,1,0,0,1,0,1,8,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.262686567164179,0.0404281098546042,1,0
"4036",0,1,0,0,1,0,1,52,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0.746268656716418,0.532298638356797,1,0
"4037",1,0,0,0,1,0,1,18,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0.0199004975124379,0.0442130163858758,1,0
"4038",1,0,0,0,1,0,1,59,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0.0716417910447762,0.174849988460651,1,0
"4039",1,0,0,1,0,1,0,60,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0.0233830845771145,0.123955688899146,1,0
"4040",0,1,0,1,0,1,0,7,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.754726368159204,0.0787560581583199,1,0
"4041",0,1,0,0,1,0,1,59,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.164676616915423,0.226344334179552,1,0
"4042",0,1,0,1,0,1,0,46,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0.422885572139303,0.331710131548581,1,0
"4043",0,1,0,1,0,1,0,5,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.329353233830846,0.0280983152550196,1,0
"4044",0,1,1,0,1,1,0,59,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0.455721393034826,0.446347795984307,1,0
"4045",1,0,0,0,1,1,0,70,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0.662189054726368,0.680677359796908,1,0
"4046",1,0,0,1,0,1,0,14,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0.524875621890547,0.103300253865682,0,1
"4047",1,0,0,1,0,1,0,44,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0.317412935323383,0.244668820678514,1,0
"4048",1,0,0,0,1,1,0,64,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0.759701492537313,0.684271867066697,1,0
"4049",1,0,0,0,1,0,1,58,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0.412935323383085,0.416057004384953,1,0
"4050",1,0,1,0,1,1,0,46,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0.81592039800995,0.546393953381029,1,0
"4051",0,1,1,0,1,1,0,58,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.802487562189055,0.664885760443111,1,0
"4052",1,0,0,0,1,1,0,72,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0.790547263681592,0.790549273021002,1,0
"4053",1,0,1,1,0,1,0,30,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0.219402985074627,0.133181398569121,0,1
"4054",0,1,1,1,0,1,0,11,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.417910447761194,0.074330717747519,1,0
"4055",1,0,1,1,0,1,0,34,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.378109452736318,0.201609739210709,1,0
"4056",0,1,0,1,0,1,0,54,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0.278109452736318,0.278461804754212,1,0
"4057",1,0,0,1,0,1,0,3,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.321890547263682,0.0157569813062543,0,1
"4058",1,0,0,0,1,0,1,72,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0.0661691542288557,0.212370182321717,1,0
"4059",1,0,0,0,1,0,1,40,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0.662686567164179,0.378981075467344,0,1
"4060",1,0,0,0,1,0,1,2,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0.472139303482587,0.013333717978306,0,1
"4061",0,1,0,0,1,0,1,54,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0.448756218905473,0.391218555273483,1,0
"4062",1,0,0,1,0,1,0,14,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.316915422885572,0.0797022847911378,1,0
"4063",1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.519900497512438,0.00596584352642509,0,1
"4064",1,0,0,1,0,1,0,10,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.762189054726368,0.107852527117471,0,1
"4065",1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.317412935323383,0.00361758596815139,1,0
"4066",0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0.0149253731343284,0.000109623817216699,0,1
"4067",0,1,0,1,0,1,0,56,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0.461691542288557,0.420811216247404,1,0
"4068",1,0,0,0,1,1,0,68,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0.61044776119403,0.63431802446342,1,0
"4069",1,0,0,0,1,0,1,14,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.0124378109452737,0.0292176321255481,1,0
"4070",0,1,0,0,1,0,1,68,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0.808955223880597,0.767274405723517,1,0
"4071",0,1,1,0,1,1,0,55,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.554726368159204,0.465451188552966,1,0
"4072",1,0,0,1,0,1,0,16,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0.20547263681592,0.0744980383106393,1,0
"4073",0,1,1,1,0,1,0,9,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.609950248756219,0.0807465958919917,1,0
"4074",0,1,0,0,1,0,1,14,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0.469651741293532,0.106023540272329,0,1
"4075",0,1,1,0,1,1,0,58,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.800497512437811,0.668566812831756,0,1
"4076",0,1,0,1,0,1,0,53,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0.27910447761194,0.291720516962843,1,0
"4077",0,1,0,0,1,1,0,70,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0.806965174129353,0.79918070620817,1,0
"4078",1,0,1,0,1,0,1,14,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.771641791044776,0.153184860373875,1,0
"4079",0,1,0,0,1,0,1,22,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0.490049751243781,0.176003923378721,0,1
"4080",1,0,0,0,1,1,0,10,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0.596019900497512,0.0861239326102008,1,0
"4081",1,0,0,0,1,0,1,29,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0.0781094527363184,0.0777463651050081,1,0
"4082",1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.510945273631841,0.00586198938379873,0,1
"4083",0,1,0,0,1,1,0,49,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0.65771144278607,0.466253173321025,0,1
"4084",1,0,1,0,1,1,0,68,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.815422885572139,0.788466420493884,0,1
"4085",1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0.59502487562189,0.00683706438956842,0,1
"4086",1,0,0,1,0,1,0,30,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0.219900497512438,0.1348084468036,1,0
"4087",1,0,0,0,1,1,0,72,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0.606467661691542,0.621174705746596,1,0
"4088",1,0,0,1,0,1,0,10,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0.0263681592039801,0.0263327948303716,1,0
"4089",0,1,0,1,0,1,0,7,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.550746268656716,0.0578352180936995,0,1
"4090",1,0,0,1,0,1,0,9,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.562189054726368,0.0793676436648973,0,1
"4091",1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0.314925373134328,0.00358873759519962,1,0
